Name,A0,A1,x0,dx
四川-遂宁,-0.4386644215950986,17.674522219635595,27.685735661638088,6.1200434997638355
四川-广安,0.3084700650232795,23.254922816390188,24.56334373664782,3.277475100562687
四川-资阳,0.0,0.0,0.0,0.0
四川-巴中,0.3095015136363848,12.614680531093452,27.763768438431658,2.511904087525492
四川-南充,-0.5042276622861767,29.355251807524468,27.379307235731112,4.970894974523554
四川-德阳,-0.06179294867484394,10.402188958775676,29.996619507193007,1.9495442881646239
四川-成都,-13.177930781254217,105.27871150404242,21.531296173122758,8.79108256913767
四川-甘孜,-1.0,-1.0,-1.0,-1.0
四川-阿坝,0.0,0.0,0.0,0.0
四川-攀枝花,-3.8945719908986884,17.069505725446117,19.707919178696848,5.570692543609413
四川-内江,-0.1557836949517623,23.266842716301593,31.0053326080942,5.403660070594967
四川-达州,-0.8000787617923282,196.0104194153224,57.21172473867444,10.486048064911945
内蒙古-鄂尔多斯东胜,0.0,0.0,0.0,0.0
内蒙古-锡林郭勒盟二连浩特,0.0,0.0,0.0,0.0
内蒙古-巴彦淖尔,0.0,0.0,0.0,0.0
内蒙古-乌海,0.0,0.0,0.0,0.0
内蒙古-包头,0.0,0.0,0.0,0.0
内蒙古-包头市东河,0.0,0.0,0.0,0.0
内蒙古-通辽,0.0,0.0,0.0,0.0
内蒙古-呼伦贝尔牙克石,0.0,0.0,0.0,0.0
内蒙古-呼和浩特,0.0,0.0,0.0,0.0
内蒙古-赤峰市林西县,0.0,0.0,0.0,0.0
内蒙古-呼伦贝尔,0.0,0.0,0.0,0.0
内蒙古-包头市昆都仑,0.0,0.0,0.0,0.0
内蒙古-锡林郭勒,0.0,0.0,0.0,0.0
内蒙古-乌兰察布,0.0,0.0,0.0,0.0
内蒙古-锡林郭勒盟,0.0,0.0,0.0,0.0
内蒙古-赤峰市松山区,0.0,0.0,0.0,0.0
内蒙古-鄂尔多斯鄂托克前旗,0.0,0.0,0.0,0.0
内蒙古-满洲里,0.0,0.0,0.0,0.0
内蒙古-呼伦贝尔满洲里,0.0,0.0,0.0,0.0
内蒙古-兴安盟,0.0,0.0,0.0,0.0
内蒙古-鄂尔多斯,0.0,0.0,0.0,0.0
内蒙古-锡林郭勒盟锡林浩特,0.0,0.0,0.0,0.0
内蒙古-兴安盟乌兰浩特,0.0,0.0,0.0,0.0
内蒙古-赤峰,0.0,0.0,0.0,0.0
陕西-铜川,0.0,0.0,0.0,0.0
陕西-商洛,0.0,0.0,0.0,0.0
陕西-汉中,-0.3777200950380003,26.849515612047675,32.46889300541533,4.101165640854172
陕西-榆林,0.0,0.0,0.0,0.0
陕西-咸阳,0.11381766923196336,18.109355710110176,26.63741954585409,3.956831865637047
陕西-待明确地区,0.0,0.0,0.0,0.0
陕西-杨凌,0.0,0.0,0.0,0.0
陕西-渭南,0.0,0.0,0.0,0.0
陕西-西安,1.4023240692031087,113.17553681815274,28.31341151735723,3.9141423319933684
陕西-延安,0.0,0.0,0.0,0.0
陕西-韩城,0.0,0.0,0.0,0.0
陕西-安康,-0.17253268062557048,25.06927383968002,27.287749444957566,4.53331859079378
陕西-宝鸡,-0.6188093484841407,12.171182373779661,21.218338226642622,3.649132159107208
广西-钦州,0.0,0.0,0.0,0.0
广西-梧州,0.0,0.0,0.0,0.0
广西-北海,-0.465612488740749,65.55539624180578,37.16436329275853,6.789177691983653
广西-百色,0.0,0.0,0.0,0.0
广西-桂林,-0.17161497413946428,34.78833324554046,29.559634175572516,6.878952982672964
广西-防城港,0.0,0.0,0.0,0.0
广西-来宾,0.0,0.0,0.0,0.0
广西-待明确地区,0.0,0.0,0.0,0.0
广西-贺州,0.0,0.0,0.0,0.0
广西-玉林,0.2148324328262751,8.142593454654074,28.01995125161683,3.674508454379985
广西-南宁,-2.2671206238190624,76.84860645530188,33.03762479588474,6.555839409846914
广西-柳州,-1.3460662292306143,19.887261671706778,26.5660901939542,8.22739147042618
广西-河池,-0.17554977591236728,13.778861505395138,34.45777511367042,4.188029642896282
广西-贵港,0.0,0.0,0.0,0.0
甘肃-甘南,0.0,0.0,0.0,0.0
甘肃-天水,-0.03940556705675611,11.94551297853929,20.74452771713668,1.7307319450313516
甘肃-平凉,0.0,0.0,0.0,0.0
甘肃-待明确地区,0.0,0.0,0.0,0.0
甘肃-白银,0.0,0.0,0.0,0.0
甘肃-张掖,0.0,0.0,0.0,0.0
甘肃-临夏,0.0,0.0,0.0,0.0
甘肃-庆阳,0.0,0.0,0.0,0.0
甘肃-金昌,0.0,0.0,0.0,0.0
甘肃-陇南,0.0,0.0,0.0,0.0
甘肃-定西,0.0,0.0,0.0,0.0
甘肃-兰州,-1.2079269483199255,33.75765905002009,22.306490468533273,4.90340947120701
澳门-澳门,0.0,0.0,0.0,0.0
浙江-宁波,-1.9091187291838247,157.3322257017325,26.487060908721375,4.489200069047254
浙江-温州,-29.258114588698483,658.1943887969958,31.778055781314652,8.593140376477919
浙江-待明确地区,-28110373.647781696,13.564847248183108,9.212879361395999,0.35740281542596936
浙江-省十里丰监狱,1.0,3.396226415094632,1.0,1.0
浙江-湖州,0.0,0.0,0.0,0.0
浙江-绍兴,-3.4991756676536516,48.270888697627406,27.75895635410446,8.485297910595849
浙江-台州,-4.991506757570739,118.61428060865799,22.996013146084774,5.870311989685546
浙江-杭州,-8.21075704360551,172.09252338979297,23.826086977172068,5.718179159256788
浙江-境外输入人员,0.0,0.0,0.0,0.0
浙江-金华,-5.35826246269573,67.19186902081579,26.330990818579355,9.007530946303644
浙江-舟山,0.0,0.0,0.0,0.0
浙江-衢州,-0.33095438212101247,11.214246008233095,18.958743747758664,3.4688443737553416
浙江-嘉兴,-1.6197365605816163,50.07609480593013,30.545103400907813,6.022893523010927
浙江-丽水,-0.776121332855424,16.78308959146255,21.013512512249015,4.721727413231985
福建-南平,-0.9808950330881779,18.133840462486056,28.313955816253223,6.211483729970248
福建-漳州,-0.05935816525413406,16.30185440973364,24.93357969516496,3.634865826144402
福建-待明确地区,0.0,0.0,0.0,0.0
福建-厦门,0.5381781566673927,39.45149767046071,30.756654374088722,3.5874278773834374
福建-三明,-0.5944055363773083,27.708561055466724,40.938822464785154,8.37740500881224
福建-莆田,-1.5501017256353489,44.96614591581113,28.38280674155777,5.422425500366059
福建-福州,-0.14300858826479637,84.22952775463185,28.83643816350733,5.212601883931732
福建-泉州,-1.0,-1.0,-1.0,-1.0
福建-龙岩,0.0,0.0,0.0,0.0
福建-宁德,0.6032146042100037,24.772910206453325,26.741982665996414,3.560255809208681
湖北-天门,-0.8129333261104,392.26658005423855,30.11686944780667,2.8223271806512535
湖北-神农架林区,1.2482625207231473,10.106307791168978,18.825541642211515,2.0537862797412223
湖北-孝感,-35.13436339034338,4098.456140307337,36.87073555772039,5.762061783308936
湖北-襄阳,3.3647539405811986,1025.7014106136494,31.609044774919575,3.9691041346563036
湖北-潜江,-0.7419103752863027,122.98788283359505,29.357565859453917,3.3071297118296847
湖北-监狱系统,0.0,0.0,0.0,0.0
湖北-黄石,-6.7249747769469,880.4476052072445,30.2898164918502,5.126405211708166
湖北-宜昌,-15.736993095181148,727.9317241744396,32.86934677069765,6.318020596554698
湖北-十堰,-9.068178639564314,654.2442438248652,32.99572584047009,6.27309548245248
湖北-待明确地区,33.42971586672553,9.617533625697247,13.133469653591199,0.7749407833788361
湖北-荆门,1.700117945444441,828.3633558561602,32.74333348648869,5.058559653896979
湖北-荆州,-11.35844106708974,1181.102167609026,29.619984053121733,4.403196300224072
湖北-黄冈,-33.37020523888068,2456.7788314092654,28.08395284399423,4.76763560305341
湖北-恩施,-8.551129168971247,230.17083349627202,28.424970281305775,6.306748611852494
湖北-仙桃,-4.591867126909701,542.4302585559394,31.24026901366732,4.762293695747844
湖北-咸宁,-8.934580134894444,887.7219413251801,31.34677824473718,4.686106193473605
湖北-鄂州,-29.869563683197878,1170.5391935639818,33.55456387042761,6.405870161427116
湖北-武汉,-175.43683852277675,57913.63504773237,42.255650481917144,6.465888907964356
湖北-随州,-2.2755931111933565,945.2119081698372,30.497874678548097,3.761887077703319
北京-延庆,0.0,0.0,0.0,0.0
北京-朝阳,0.0,0.0,0.0,0.0
北京-房山,0.0,0.0,0.0,0.0
北京-丰台,0.0,0.0,0.0,0.0
北京-东城,0.0,0.0,0.0,0.0
北京-石景山,0.0,0.0,0.0,0.0
北京-待明确地区,-6.342868765452528,330.1579397652355,29.19703537610097,6.262170577790477
北京-大兴,-2749.4385117392735,2.204389827792927,-9.577517729328692,1.3697822150288261
北京-外地来人员,0.0,0.0,0.0,0.0
北京-怀柔,0.0,0.0,0.0,0.0
北京-西城,0.0,0.0,0.0,0.0
北京-门头沟,0.0,0.0,0.0,0.0
北京-境外输入人员,0.0,0.0,0.0,0.0
北京-昌平,0.0,0.0,0.0,0.0
北京-通州,0.0,0.0,0.0,0.0
北京-海淀,0.0,0.0,0.0,0.0
北京-密云,0.0,0.0,0.0,0.0
北京-顺义,0.0,0.0,0.0,0.0
山东-威海,-1.4761597267985986,73.31092145017236,39.702811758252345,9.816031458591103
山东-临沂,0.22092006650501314,45.693213353545566,22.539634322696813,2.412256803376608
山东-济南,-1.6335520783090216,35.142877425910804,26.87951760937511,6.464859399734357
山东-潍坊,-0.7506502711596255,31.886013911912137,27.800400906252655,4.5803183362291
山东-聊城,-0.807529228748618,39.54638847022698,28.573062277310065,4.3414978065203425
山东-待明确地区,0.0,0.0,0.0,0.0
山东-菏泽,-0.6831164618130865,17.587900086314942,21.600008669302422,4.0885556995557435
山东-德州,-1.63746460913031,25.474135604567703,29.53861862701745,8.94874292968202
山东-泰安,0.39805070684917787,34.95146220466305,30.847757149541096,3.7249421018681312
山东-任城监狱,0.0,0.0,0.0,0.0
山东-青岛,-3.191964478469795,68.62591026915669,29.185712358688654,7.685557212656163
山东-枣庄,0.12769361633784615,24.529990583081574,28.427144414235272,3.4026959526411327
山东-烟台,-1.944016408663144,47.959411675756705,32.43209567724519,7.46275848364665
山东-济宁,-1.0,-1.0,-1.0,-1.0
山东-滨州,-0.6676091463522582,12.387193389309278,19.50657827382255,4.366048907208581
山东-日照,0.10370972105719611,15.859461424131092,29.197013872695806,4.528680960320952
山东-淄博,0.09317801189265519,23.570758136410134,29.998736984702543,3.5217581092038404
贵州-安顺,0.0,0.0,0.0,0.0
贵州-黔西南,0.0,0.0,0.0,0.0
贵州-待明确地区,0.0,0.0,0.0,0.0
贵州-贵阳,0.36701734200366715,27.170018876146308,26.82040435673199,3.5699271320592794
贵州-黔东南,0.0,0.0,0.0,0.0
贵州-黔南,-0.36490793533397126,25.847687125320974,33.16098997770543,8.030592247615964
贵州-铜仁,0.0,0.0,0.0,0.0
贵州-毕节,-0.440785642148455,14.191654466593322,23.846671582878948,2.665204228728569
贵州-遵义,0.3040421539689548,18.681838726751238,25.02732656866211,1.48952612270969
贵州-六盘水,0.0,0.0,0.0,0.0
青海-西宁,-0.5091508039999851,15.858878170422054,19.875649330358844,3.5959021319099937
青海-北海,0.0,0.0,0.0,0.0
青海-待明确地区,0.0,0.0,0.0,0.0
青海-海北,0.0,0.0,0.0,0.0
山西-吕梁,0.0,0.0,0.0,0.0
山西-晋城,0.0,0.0,0.0,0.0
山西-太原,0.31082770513550095,21.755902057929983,28.733344656078863,4.420954634195193
山西-长治,0.0,0.0,0.0,0.0
山西-朔州,0.0,0.0,0.0,0.0
山西-阳泉,0.0,0.0,0.0,0.0
山西-运城,-0.2624147992944653,18.065261933140075,21.135015638232986,3.514874378182089
山西-忻州,0.0,0.0,0.0,0.0
山西-大同,0.0,0.0,0.0,0.0
山西-晋中,-2.0465190936357036,33.80084083004878,26.06009612255936,6.97895362579729
山西-临汾,0.0,0.0,0.0,0.0
江西-南昌,-2.469544504061388,225.8241248558423,25.608025767969597,4.606509131998951
江西-赣州,-0.2722370869569087,82.88775090913096,29.84623487334229,4.427817610451824
江西-景德镇,0.0,0.0,0.0,0.0
江西-萍乡,0.4201068852111909,29.866562099207876,31.568851123395948,4.082946342102073
江西-鹰潭,-0.07995444032071747,21.05720757705027,34.39656750529184,5.253742579772075
江西-待明确地区,0.0,0.0,0.0,0.0
江西-吉安,-0.28310218263013276,19.77743354306563,27.303695946869453,6.3019402349596945
江西-抚州,-0.7045008920718091,74.85564953308163,27.957581550190334,4.86914488506964
江西-新余,0.08374477358339605,133.9714331669547,26.96118935617863,4.395386134139444
江西-上饶,0.7280975714039734,124.03707598102885,27.947669171940888,3.812410149368917
江西-宜春,0.555187920091805,116.13666449797788,29.180980924402604,3.988588501247573
江西-九江,-1.1744305823606893,138.9594050720749,33.080035258995586,5.964379305917971
江西-赣江,0.0,0.0,0.0,0.0
辽宁-鞍山,0.0,0.0,0.0,0.0
辽宁-阜新,0.0,0.0,0.0,0.0
辽宁-朝阳,0.0,0.0,0.0,0.0
辽宁-大连,-1.7954817930208153,52.68839033282299,50.451703838805805,14.403192777675896
辽宁-待明确地区,0.0,0.0,0.0,0.0
辽宁-丹东,0.0,0.0,0.0,0.0
辽宁-本溪,0.0,0.0,0.0,0.0
辽宁-辽阳,0.0,0.0,0.0,0.0
辽宁-营口,0.0,0.0,0.0,0.0
辽宁-葫芦岛,0.0,0.0,0.0,0.0
辽宁-锦州,-0.10440634154965568,10.69456438211444,23.828513828385386,2.993072461263417
辽宁-沈阳,-0.25126065589839336,25.23064917276749,22.93314060765715,3.431888570177183
辽宁-盘锦,-0.03945467422138222,11.22191439214905,30.462560894755043,1.7861754982548759
辽宁-铁岭,0.0,0.0,0.0,0.0
西藏-拉萨,0.0,0.0,0.0,0.0
西藏-待明确地区,0.0,0.0,0.0,0.0
上海-嘉定,0.0,0.0,0.0,0.0
上海-普陀,0.0,0.0,0.0,0.0
上海-黄浦,0.0,0.0,0.0,0.0
上海-待明确地区,4.492589462888712,6.666784186971556,11.45945861764712,0.23182119498978163
上海-松江,-0.09644959797624514,11.929272404716471,27.082860052572265,2.695688314768279
上海-外地来人员,1.5467237445728694,99.7441372216138,24.48580375824203,4.555067914226357
上海-静安,-0.3539015435017302,14.797460743838515,24.6988342864817,5.074122050092434
上海-闵行,0.2241788943942419,17.716862746341253,24.32218737353485,2.5398349348819464
上海-奉贤,0.0,0.0,0.0,0.0
上海-杨浦,0.0,0.0,0.0,0.0
上海-长宁,-0.10102588716761417,13.350371053853515,24.73587639076691,3.420196126187862
上海-虹口,0.0,0.0,0.0,0.0
上海-青浦,0.0,0.0,0.0,0.0
上海-徐汇,-0.04601718082137413,16.72942831924144,27.280691721814637,3.2035125811579306
上海-宝山,-0.1970405280605859,13.976274846370332,26.355192324363394,2.6914682298980606
上海-金山,0.0,0.0,0.0,0.0
上海-浦东,-0.44281028545508505,53.32254125628465,23.950700710017514,3.7430151066894526
上海-崇明,0.0,0.0,0.0,0.0
新疆-第七师,0.0,0.0,0.0,0.0
新疆-第九师,0.0,0.0,0.0,0.0
新疆-第八师石河子,0.0,0.0,0.0,0.0
新疆-乌鲁木齐,-0.643863813942876,27.658534281503353,33.23751009961213,5.756869761820999
新疆-第八师,0.0,0.0,0.0,0.0
新疆-昌吉,0.0,0.0,0.0,0.0
新疆-兵团第七师,0.0,0.0,0.0,0.0
新疆-第六师,0.0,0.0,0.0,0.0
新疆-兵团第五师五家渠,0.0,0.0,0.0,0.0
新疆-兵团第十二师,0.0,0.0,0.0,0.0
新疆-兵团第四师,0.0,0.0,0.0,0.0
新疆-巴州,0.0,0.0,0.0,0.0
新疆-伊犁,-0.6664066636533885,186.89142543142842,56.657508854454484,8.035425292577361
新疆-胡杨河,0.0,0.0,0.0,0.0
新疆-阿克苏,0.0,0.0,0.0,0.0
新疆-塔城,0.0,0.0,0.0,0.0
新疆-兵团第九师,0.0,0.0,0.0,0.0
新疆-石河子,0.0,0.0,0.0,0.0
新疆-五家渠,0.0,0.0,0.0,0.0
新疆-兵团第六师五家渠,0.0,0.0,0.0,0.0
新疆-兵团第八师石河子,0.0,0.0,0.0,0.0
新疆-吐鲁番,0.0,0.0,0.0,0.0
海南-万宁,-0.08039240305850713,11.766870299522427,26.244810001585805,2.4557995897731253
海南-昌江,0.0,0.0,0.0,0.0
海南-陵水,0.0,0.0,0.0,0.0
海南-琼海,0.0,0.0,0.0,0.0
海南-文昌,0.0,0.0,0.0,0.0
海南-定安,0.0,0.0,0.0,0.0
海南-海口,-1.476561715940918,41.149891548801804,29.16321372980351,6.123699489023035
海南-三亚,-4.623105083283829,184.03250618118764,47.85287324078084,11.93989355085343
海南-待明确地区,0.5652173931700876,5.5333333229452535,21.459667058849487,0.056946209031917015
海南-澄迈,0.0,0.0,0.0,0.0
海南-东方,0.0,0.0,0.0,0.0
海南-临高,0.0,0.0,0.0,0.0
海南-琼中,0.0,0.0,0.0,0.0
海南-保亭,0.0,0.0,0.0,0.0
海南-儋州,0.17489574800996072,12.168335342151465,25.027329668653213,1.585176685608882
海南-乐东,0.0,0.0,0.0,0.0
河南-鹤壁,-0.9428858949976293,25.968103532297704,32.41899995149459,6.501791700938752
河南-郑州,-12.366908230282018,165.69542240295422,25.65090620189506,7.607815053683554
河南-南阳,-8.732409456348158,200.81558325020538,30.22862441059746,7.037050024553057
河南-周口,-5.449277190803994,91.98760762343872,29.746443948273765,8.051801708188378
河南-济源,0.0,0.0,0.0,0.0
河南-三门峡,0.0,0.0,0.0,0.0
河南-巩义,0.0,0.0,0.0,0.0
河南-永城,0.0,0.0,0.0,0.0
河南-许昌,-0.23523468937376157,41.42525263652284,29.05672451318353,3.8468547170915595
河南-濮阳,-0.5888972183306848,18.01664427284832,31.26527871084976,4.9371701095527465
河南-漯河,-1.0601987285134058,37.82218048824826,28.3570719987615,5.822609445083958
河南-固始,0.0,0.0,0.0,0.0
河南-待明确地区,5.016419744100595,23.40698134653404,26.827932140302334,0.2663755750823664
河南-洛阳,-0.7787529919419663,34.91064418804739,29.670075777549258,5.426113777664438
河南-驻马店,-5.192291972199372,141.35303954644715,24.520453593168373,4.121793243989284
河南-开封,0.04052361474694433,18.541857485191017,25.280827804298024,3.090334680200019
河南-商丘,-2.1345034017084443,90.87938735488596,25.795749088458237,4.203466693965055
河南-信阳,-3.248745918108103,354.06628036631076,31.879590397334816,5.878709687693845
河南-滑县,0.0,0.0,0.0,0.0
河南-安阳,-2.298069998599529,51.558815803540334,25.996245334502618,5.106829207166154
河南-焦作,0.4997828325199318,38.26895048662755,31.559160530539497,4.090360890732736
河南-新乡,1.1476354463459255,57.165373650166536,27.972431151881842,3.553990346643661
河南-平顶山,-3.4810565870150696,61.76324009963389,26.1871352873535,5.67464018514042
河南-邓州,0.0,0.0,0.0,0.0
河南-长垣,0.0,0.0,0.0,0.0
天津-和平,0.0,0.0,0.0,0.0
天津-北辰,0.0,0.0,0.0,0.0
天津-武清,0.0,0.0,0.0,0.0
天津-红桥,0.0,0.0,0.0,0.0
天津-东丽,0.0,0.0,0.0,0.0
天津-西青,0.0,0.0,0.0,0.0
天津-待明确地区,1.0666667520604693,5.766666670146467,20.220085838231057,0.0011044953529708353
天津-滨海,0.0,0.0,0.0,0.0
天津-外地来人员,0.0,0.0,0.0,0.0
天津-津南,0.0,0.0,0.0,0.0
天津-河东,-0.24494003321125854,11.287084360233354,24.65603657155685,3.7486093917938774
天津-宝坻,-0.9271176143917329,57.33842381459159,32.5029089211666,4.325465931532461
天津-宁河,0.0,0.0,0.0,0.0
天津-南开,0.0,0.0,0.0,0.0
天津-河北,0.0,0.0,0.0,0.0
天津-河西,0.0,0.0,0.0,0.0
重庆-铜梁,0.0,0.0,0.0,0.0
重庆-酉阳,0.0,0.0,0.0,0.0
重庆-南岸,0.0,0.0,0.0,0.0
重庆-江北,-0.2608743214958132,33.097801435076526,34.80423574473731,5.2812758134385245
重庆-开州,-0.560293521589233,17.37834451057738,19.761877193767337,3.064330529184974
重庆-巫溪,-0.048095001446005696,11.03875351846449,20.564725542895484,2.567963306824462
重庆-黔江,0.0,0.0,0.0,0.0
重庆-綦江,-0.11828096993774308,13.565570365201676,25.1967765439177,1.9978751312923593
重庆-渝中,0.14254040596602496,16.211850250245316,23.729746842868114,1.396399194930491
重庆-巴南,0.0,0.0,0.0,0.0
重庆-长寿,-0.32868106449404966,13.197567440925246,21.198606863441494,3.461188588160267
重庆-九龙坡区,-0.0740070298875226,13.514932989730044,24.012448439467175,2.482298787631135
重庆-武隆,0.0,0.0,0.0,0.0
重庆-垫江,0.005820035281452254,13.921730483436699,26.772770406117992,4.059336105014743
重庆-忠县,-0.45430485920397135,19.05714884031459,22.930056062274943,4.04185582050763
重庆-渝北,-0.4406924005498967,16.77037960876299,27.447753994327687,5.566918624257655
重庆-待明确地区,0.0,0.0,0.0,0.0
重庆-荣昌,0.0,0.0,0.0,0.0
重庆-潼南,-0.1577224134157435,10.248558349137637,29.71085867787819,3.593614836244292
重庆-万盛经开区,0.0,0.0,0.0,0.0
重庆-巫山,0.0,0.0,0.0,0.0
重庆-涪陵,0.0,0.0,0.0,0.0
重庆-石柱,-0.2308389190412338,12.156651375109954,23.75681031972791,2.9799130464832313
重庆-两江,-0.34692809089994,12.980196155066064,24.89690091545555,3.3147871210866806
重庆-璧山,0.0,0.0,0.0,0.0
重庆-合川,-0.6010695651676389,21.209350330719033,28.83115460035965,5.387600286820434
重庆-沙坪坝,0.0,0.0,0.0,0.0
重庆-大渡口,0.0,0.0,0.0,0.0
重庆-秀山,0.0,0.0,0.0,0.0
重庆-城口,0.0,0.0,0.0,0.0
重庆-梁平,0.0,0.0,0.0,0.0
重庆-永川,0.0,0.0,0.0,0.0
重庆-万州,-1.7639064878531283,95.54416260978813,26.699678329613885,4.596731775718407
重庆-大足,0.0,0.0,0.0,0.0
重庆-彭水,0.0,0.0,0.0,0.0
重庆-高新,0.0,0.0,0.0,0.0
重庆-奉节,-0.24257048579328605,21.43446157033467,30.041990738174764,5.148695209732284
重庆-云阳,-0.9669317896870782,21.22997222902357,19.14882548365939,3.975685948072486
